,Company,Address,TIF District,Completion Date,Actual Costs,Actual Grant,Work Items,coords,Longitude,Latitude
769,Urban Pooch Canine Life Center,4501 N Ravenswood,Ravenswood,2011-05-13T00:00:00.000,231169.0,94000.0,Build-out of doggie daycare and training fac.,"[41.96352599999999, -87.673603]",-87.673603,41.96352599999999
770,Progressive Industries Inc,2733 N Pulaski,Pulaski Industrial,2011-05-17T00:00:00.000,160596.57,80298.29,,"[41.939082, -87.730829]",-87.730829,41.939082
771,Usmania Restaurant Inc,2253 W Devon,Devon/Western,2011-05-17T00:00:00.000,208500.0,56250.0,"hvac, flooring, plumbing, kitchen, walk in cooler","[41.9975916, -87.687066]",-87.687066,41.9975916
772,2016 Iowa LLC,4735 N Damen,Western Ave North,2011-05-18T00:00:00.000,245700.0,10000.0,Complete Renovation of two commercial spaces,"[41.8780025, -93.097702]",-93.097702,41.8780025
773,Juan Martinez,4545 S Ashland,47th/Ashland,2011-05-18T00:00:00.000,209072.32,150000.0,"facade, roof, masonry, electrical, plumbing, HVAC, windows, interior, skylights,","[41.810212, -87.6652199]",-87.6652199,41.810212
774,P4P-MDW LLC dba Paradise 4 Paws,5262 S Kolmar,Midway Industrial Corridor,2011-05-24T00:00:00.000,92701.84,54231.47,"facade, build out, paving, hvac, electric, plumbing","[41.78677589999999, -87.7521884]",-87.7521884,41.78677589999999
775,Amour Salon,646-50 E 43rd,43rd/Cottage Grove,2011-05-31T00:00:00.000,4260.0,2310.31,"complete renovation, windows, tuckpointing","[41.8168938, -87.6096073]",-87.6096073,41.8168938
776,Nobert Plating Co,340 N Ashland,Kinzie Industrial Corridor Industrial Corridor,2011-05-31T00:00:00.000,14565.4,7282.7,,"[41.887622, -87.667357]",-87.667357,41.887622
777,Daily Meat Supply inc,2323 W Fulton,Kinzie Industrial Corridor Industrial Corridor,2011-06-01T00:00:00.000,1450000.0,150000.0,Full Renovation,"[41.886383, -87.684848]",-87.684848,41.886383
778,Clark St Dining Concern Inc,5721 N Clark,Clark/Ridge,2011-06-02T00:00:00.000,144741.45,72370.73,complete rehab,"[41.986179, -87.6692235]",-87.6692235,41.986179
779,Than Tai Investments LLC,11316-20 S Michigan,Roseland/Michigan,2011-06-02T00:00:00.000,137500.0,102750.0,"tuckpointing, windows, roof, HVAC, structure repair and replacement","[41.688373, -87.621332]",-87.621332,41.688373
780,A Gomez Tires & Wheels,5245-51 W Grand,Galewood/Armitage Industrial,2011-06-03T00:00:00.000,22200.0,16087.5,"facade, guard rails, windows, interior roling shutters","[41.9171197, -87.757683]",-87.757683,41.9171197
781,Convenience for you Inc,5337 W Madison,Madison/Austin,2011-06-03T00:00:00.000,38900.0,29175.0,"plumbing, glass front, concrete floor, framing, and electrical","[41.880139, -87.75907199999999]",-87.75907199999999,41.880139
782,Garfield Waters Funeral Home,3409 W Madison,Midwest,2011-06-03T00:00:00.000,5350.0,2675.0,"parking lot purchase and paving, HVAC, landscaping, walls, fence,","[41.8808037, -87.7115752]",-87.7115752,41.8808037
783,Steinhardt Builders Inc,6252 N Lincoln,Lincoln Avenue,2011-06-03T00:00:00.000,65450.0,49087.5,,"[42.0270837, -87.7218181]",-87.7218181,42.0270837
784,Yeimi's Unisex Beauty Salon,1823 W Irving Park,Western Ave South,2011-06-03T00:00:00.000,20000.0,15000.0,"plumbing, electrical, framing, flooring,","[41.95399159999999, -87.67528519999999]",-87.67528519999999,41.95399159999999
785,Zberry Inc,1368 1/2 E 53rd,53rd Street,2011-06-03T00:00:00.000,91353.0,36612.0,"storefront, HVAC, electrical, plumbing, floor, signage, awning","[41.7918199, -87.57977000000001]",-87.57977000000001,41.7918199
786,Larry Little Inc / THE ACT Group,6226 N Broadway,Hollywood/Sheridan,2011-06-10T00:00:00.000,232835.2,150000.0,Facade repair and complete rehab,"[41.9954117, -87.6607314]",-87.6607314,41.9954117
787,Pratt Beach Apartments LLC,6760 N Sheridan Rd,Devon/Sheridan,2011-06-14T00:00:00.000,3841.0,2880.75,sewer cleanout plumbing,"[42.0053712, -87.66128929999999]",-87.66128929999999,42.0053712
788,Gateway to Learning,4925 N Lincoln,Western Ave North,2011-06-15T00:00:00.000,75800.0,37900.0,HVAC,"[41.9716169, -87.69028980000002]",-87.69028980000002,41.9716169
789,4353 Management LLC,4353 N Western,Western Ave South,2011-06-24T00:00:00.000,14275.0,4714.83,"windows, tuckpointing, masonry,","[41.9610371, -87.68839559999999]",-87.68839559999999,41.9610371
790,ABC Business Forms,5654 N Elston,Elston/Armstrong,2011-06-24T00:00:00.000,5300.0,2650.0,"roof, windows, signage, roof, tuckpointing, paint doors, storefront","[41.98390819999999, -87.76672839999999]",-87.76672839999999,41.98390819999999
791,DAT Old Fashioned Donuts,8247-51 S Cottage Grove,87th/Cottage Grove,2011-06-24T00:00:00.000,105000.0,78750.0,"landscaping, facade, parking lot, signage, awnings, flooring. Plumbing, electrical, security, hvac,","[41.74437340000001, -87.6048401]",-87.6048401,41.74437340000001
792,Ecolit,1939-59 W Fulton,Kinzie Industrial Corridor Industrial Corridor,2011-06-24T00:00:00.000,42900.0,32175.0,"roof, HVAC, windows, doors, fence, roof insulation, paving, tuckpointing","[41.8865788, -87.6762588]",-87.6762588,41.8865788
793,Empire Cooler Service,940 W Chicago,River West,2011-06-24T00:00:00.000,68930.4,34465.2,"Replace Interior and Exterior Staircase Rehab Parking Lot Implement Energy Improvement Plan Replace Air Conditioner, Remodel Woman's Basement & Customer Main Floor Restoroom Install Large Sign on roof","[41.8965488, -87.6515158]",-87.6515158,41.8965488
794,Harbro Packaging Company,2635 N Kildare,Pulaski Industrial,2011-06-24T00:00:00.000,64180.0,32090.0,Windows Replacement,"[41.929227, -87.733756]",-87.733756,41.929227
795,Inspired Interiors Inc,4124 N Lincoln,Western Ave South,2011-06-24T00:00:00.000,18937.26,11089.57,"Interior, storefront","[41.889775, -87.6290987]",-87.6290987,41.889775
796,Kenwood Oakland Community Organization Rod Wilson,4242 S Cottage Grove,43rd/Cottage Grove,2011-06-24T00:00:00.000,51580.0,25790.0,Complete Interior Renovation,"[41.8173308, -87.6071254]",-87.6071254,41.8173308
797,La Villa Restaurant Inc,3632-38 N Pulaski,Avondale,2011-06-24T00:00:00.000,29140.0,14570.0,,"[41.9475037, -87.72753809999999]",-87.72753809999999,41.9475037
798,Progressive Industries Inc,2733 N Pulaski,Pulaski Industrial,2011-06-24T00:00:00.000,73616.13,36808.07,"Expansion, build-out","[41.939082, -87.730829]",-87.730829,41.939082
799,Sunny 2000 Corp,5524-26 N Lincoln,Lincoln Avenue,2011-06-24T00:00:00.000,300000.0,150000.0,Build out,"[41.9819162, -87.6933014]",-87.6933014,41.9819162
800,Demera Ethiopian Restaurant,4801 N Broadway,Lawrence/Broadway,2011-06-28T00:00:00.000,45000.0,33750.0,,"[41.9691819, -87.6594406]",-87.6594406,41.9691819
801,Lickity Split Frozen Custard & Sweets,6056 N Broadway,Hollywood/Sheridan,2011-06-29T00:00:00.000,57679.0,43259.25,,"[41.9925988, -87.6605254]",-87.6605254,41.9925988
802,Kenwood Oakland Community Organization Rod Wilson,4242 S Cottage Grove,43rd/Cottage Grove,2011-06-30T00:00:00.000,22810.0,11405.0,,"[41.8173308, -87.6071254]",-87.6071254,41.8173308
803,Forest Glen Animal Hospital,5324 N Elston,Elston/Armstrong,2011-07-05T00:00:00.000,21171.0,15878.25,"roof, fence","[41.9779474, -87.7566296]",-87.7566296,41.9779474
804,1756 W Lake LLC,1756 W Lake,Kinzie Industrial Corridor Industrial Corridor,2011-07-15T00:00:00.000,32000.0,16000.0,"Rebuild Roof, Replace Fence, Rehab Floor, Tuckpoint and soda blast building.","[41.88542899999999, -87.67160799999999]",-87.67160799999999,41.88542899999999
805,1800 W Lake LLC,1800 W Lake,Kinzie Industrial Corridor Industrial Corridor,2011-07-15T00:00:00.000,95400.0,47700.0,"Rebuild Roof, Replace Fence, Rehab Floor, Tuckpoint and soda blast building.","[41.8854128, -87.6720053]",-87.6720053,41.8854128
806,Bozena Hadou,4255 & 4257 W Armitage,Armitage/Pulaski,2011-07-15T00:00:00.000,77229.5,57922.13,"interior rehab, HVAC","[41.9169331, -87.7337255]",-87.7337255,41.9169331
807,DA Amato LLC,6853-55 W 60th PL,Harlem Industrial,2011-07-15T00:00:00.000,74753.75,47737.8,roof,"[41.782105, -87.79301600000001]",-87.79301600000001,41.782105
808,Sinha Ltd,2018 W Adams,Central West,2011-07-15T00:00:00.000,9000.0,6750.0,,"[41.878888, -87.677403]",-87.677403,41.878888
809,CLCET Inc,2938 E 91st,Commercial Avenue,2011-07-18T00:00:00.000,53660.0,40245.0,,"[41.7304152, -87.552358]",-87.552358,41.7304152
810,Farhad Nikamalfard,1358 N Western,Humboldt Park,2011-07-18T00:00:00.000,13618.45,10213.84,complete rehab,"[41.9065433, -87.68742639999999]",-87.68742639999999,41.9065433
811,Skolnik Industries,4900 S Kilbourn,Midway Industrial Corridor,2011-07-18T00:00:00.000,309087.25,150000.0,"lighting, facade lentil, drains and walls, resurface curbing, doors","[41.803555, -87.736705]",-87.736705,41.803555
812,Villa Roma Hair Designers,3936 N Cicero,Portage Park,2011-07-18T00:00:00.000,22000.0,16500.0,"floor, update work station, electrical, plumbing, doors,","[41.9382001, -87.81830509999999]",-87.81830509999999,41.9382001
813,Manuel Vavoulas,900-08 S California,Midwest,2011-07-19T00:00:00.000,29915.15,22436.36,,"[41.8698729, -87.6963919]",-87.6963919,41.8698729
814,Apatura Studio Inc,1023 W Jackson Blvd,Central West,2011-07-20T00:00:00.000,98010.67,73508.0,Complete rehab,"[41.8774854, -87.65291069999999]",-87.65291069999999,41.8774854
815,Lickity Split Frozen Custard & Sweets,6056 N Broadway,Hollywood/Sheridan,2011-07-20T00:00:00.000,50000.0,37500.0,,"[41.9925988, -87.6605254]",-87.6605254,41.9925988
816,North Kenwood Day Care Center,516 E 43rd,43rd/Cottage Grove,2011-07-20T00:00:00.000,108017.0,81012.75,"facade, tuckpointing, HVAC, roof, canopy, paint fence.","[41.8168753, -87.61328999999999]",-87.61328999999999,41.8168753
817,Genesis Beauty Salon,1300 S Springfield,Midwest,2011-07-21T00:00:00.000,77500.0,38750.0,Complete Renovation,"[41.860185, -87.710712]",-87.710712,41.860185
818,K + J International,5860 N Pulaski Rd,Peterson/Pulaski,2011-07-22T00:00:00.000,153912.0,76956.0,"Roofing, garage, dock doors","[41.9880994, -87.730002]",-87.730002,41.9880994
819,Windy Knitty LLC,5653 N Clark,Clark/Ridge,2011-07-27T00:00:00.000,52358.74,39269.06,"framing, millwork, electrical, cabinetry, countertops, flooring, painting","[41.9848122, -87.66882559999999]",-87.66882559999999,41.9848122
820,Stephen Garrett Photography,1366 W Lake,Kinzie Industrial Corridor Industrial Corridor,2011-08-04T00:00:00.000,2745.0,1372.5,"electrical, signage, windows, lighting, security system, floors, plubming, HVAC, bathrooms, solar panels","[41.8857232, -87.66146529999999]",-87.66146529999999,41.8857232
821,Nobert Plating Co,340 N Ashland,Kinzie Industrial Corridor Industrial Corridor,2011-08-05T00:00:00.000,11818.15,5909.08,"facade, tuck-pointing, environmental remediation,","[41.887622, -87.667357]",-87.667357,41.887622
822,Brian Farquhar,4030 S Cottage Grove,43rd/Cottage Grove,2011-08-11T00:00:00.000,261733.0,52455.0,Complete Renovation,"[41.8206699, -87.60701739999999]",-87.60701739999999,41.8206699
823,Uru-Swati Companies LLC,2601 W Devon,Devon/Western,2011-08-11T00:00:00.000,59756.16,44817.12,Interior renovations,"[41.99749569999999, -87.6957934]",-87.6957934,41.99749569999999
824,Yeimi's Unisex Beauty Salon,1823 W Irving Park,Western Ave South,2011-08-11T00:00:00.000,23500.0,17625.0,"doors, floor, roof, sign removal, ventilation, plumbing, electricity, bathroom, walls","[41.95399159999999, -87.67528519999999]",-87.67528519999999,41.95399159999999
825,Parkland Properties LLC,4201-03 W North,Pulaski Industrial,2011-08-16T00:00:00.000,32830.0,24622.5,New Ceiling & Lighting in Bedroom and Furniture Roof Tear Off & Industrial Rubber Roof New Commerclai Floor New Furnace Install New Center Door Facade,"[41.9096674, -87.7315471]",-87.7315471,41.9096674
826,CLCET Inc,2938 E 91st,Commercial Avenue,2011-08-17T00:00:00.000,125340.0,72255.0,"Roof, tuckpointing","[41.7304152, -87.552358]",-87.552358,41.7304152
827,Great Chicago Food & Beverage,3149 W Devon,Devon/Western,2011-08-18T00:00:00.000,30000.0,22500.0,,"[41.9971993, -87.70891]",-87.70891,41.9971993
828,La Parrilla Columbian Steak House,6427 W Irving Park Rd,West Irving Park,2011-08-18T00:00:00.000,31916.69,8914.1,"flooring, build-out, bathrooms, ceilings, storefront, awning, lighting, door, plumbing, electrical, ventilation, security system","[41.9527847, -87.7876679]",-87.7876679,41.9527847
829,Dayton Auto Rebuilders Inc,6843 W 60th PL,Harlem Industrial,2011-08-22T00:00:00.000,69669.24,32222.85,roof,"[41.7823743, -87.7927887]",-87.7927887,41.7823743
830,See and Save Optical,2822 W Devon,Devon/Western,2011-08-24T00:00:00.000,6200.0,4650.0,,"[41.9977098, -87.700575]",-87.700575,41.9977098
831,VMZ Industries,7401 S Pulaski,Greater Southwest West,2011-08-24T00:00:00.000,97075.0,48537.5,"water sprinkler replacement, fans, concrete work, repair facade","[41.758817, -87.721457]",-87.721457,41.758817
832,Barkaat Foods LLC,3810 S Halsted,35th/Halsted,2011-08-25T00:00:00.000,146000.0,73000.0,Full rehab,"[41.8250633, -87.6463589]",-87.6463589,41.8250633
833,Bubbly Dynamics LLC,1400 W 46th,47th/Ashland,2011-08-25T00:00:00.000,32542.69,24407.02,Window replacement,"[41.9259946, -87.70527249999999]",-87.70527249999999,41.9259946
834,Chicago-Springfield Accounting Service LLC,3848 W Chicago,Chicago/Central Park,2011-08-25T00:00:00.000,35300.0,26475.0,"facade repair, new roof, heating systems, bathrom, plumbing system, interior walls, electrical improvements, new ceiling, back porch/storage area","[41.8955217, -87.7231048]",-87.7231048,41.8955217
835,Demera Ethiopian Restaurant,4801 N Broadway,Lawrence/Broadway,2011-08-25T00:00:00.000,70000.0,24000.0,"bathrooms, floor, canopy, lighting, server station, basement remodel, kitchen, water heater","[41.9691819, -87.6594406]",-87.6594406,41.9691819
836,Empire Cooler Service,940 W Chicago,River West,2011-08-25T00:00:00.000,9225.0,4612.5,,"[41.8965488, -87.6515158]",-87.6515158,41.8965488
837,Law Offices of McCready,10008 S Western,Western Avenue/Rock Island,2011-08-25T00:00:00.000,5420.0,2710.0,"roof, parking lot, window, doors, insulation, signage, fence","[41.711581, -87.682024]",-87.682024,41.711581
838,Lincoln Square Athletic Club LLC,4662 N Lincoln,Western Ave North,2011-08-25T00:00:00.000,647280.23,50000.0,Complete Renovation,"[41.9664306, -87.6874263]",-87.6874263,41.9664306
839,ATK Foods,1143 W Lake,Kinzie Industrial Corridor Industrial Corridor,2011-08-26T00:00:00.000,185086.0,84623.5,"Hallway & storage area repairs, refrigeration enhancements","[41.88526520000001, -87.6561188]",-87.6561188,41.88526520000001
840,Nobert Plating Co,340 N Ashland,Kinzie Industrial Corridor Industrial Corridor,2011-08-31T00:00:00.000,26383.55,13191.78,"facade, tuck-pointing, environmental remediation,","[41.887622, -87.667357]",-87.667357,41.887622
841,Chicago-Springfield Accounting Service LLC,3848 W Chicago,Chicago/Central Park,2011-09-02T00:00:00.000,56200.0,42150.0,"facade repair, new roof, heating systems, bathrom, plumbing system, interior walls, electrical improvements, new ceiling, back porch/storage area","[41.8955217, -87.7231048]",-87.7231048,41.8955217
842,Steiner Industries,5801 N Tripp,Peterson/Pulaski,2011-09-06T00:00:00.000,174785.14,87392.57,"electric eye, hvac, roof","[41.9860817, -87.73359010000001]",-87.73359010000001,41.9860817
843,Bubbly Dynamics LLC,1400 W 46th,47th/Ashland,2011-09-07T00:00:00.000,32542.69,24407.02,,"[41.9259946, -87.70527249999999]",-87.70527249999999,41.9259946
844,Convenience for you Inc,5337 W Madison,Madison/Austin,2011-09-07T00:00:00.000,25220.0,18915.0,"epoxy flooring, HVAC, and doors","[41.880139, -87.75907199999999]",-87.75907199999999,41.880139
845,Genesis Beauty Salon,1300 S Springfield,Midwest,2011-09-08T00:00:00.000,77500.0,38750.0,Complete Renovation,"[41.860185, -87.710712]",-87.710712,41.860185
846,Lincoln Square Athletic Club LLC,4662 N Lincoln,Western Ave North,2011-09-09T00:00:00.000,1294560.46,150000.0,Complete Renovation,"[41.9664306, -87.6874263]",-87.6874263,41.9664306
847,Empire Cooler Service,940 W Chicago,River West,2011-09-14T00:00:00.000,78155.4,39077.7,"installation of new entry doors, construction of a new stairwell and stairwell renovation, bathroom renovation and installation of new fixtures, installation of new windows, resurfacing of existing asphalt parking lot, and installation of new energy efficient lighting","[41.8965488, -87.6515158]",-87.6515158,41.8965488
848,Law Offices of McCready,10008 S Western,Western Rock Island,2011-09-14T00:00:00.000,24570.63,12285.32,"roof, parking lot, window, doors, insulation, signage, fence","[41.711581, -87.682024]",-87.682024,41.711581
849,DANK Haus,4740 N Western,Western Ave North,2011-09-22T00:00:00.000,16580.0,12435.0,"fire doors, chimney,","[41.96803550000001, -87.68923509999999]",-87.68923509999999,41.96803550000001
850,GB Group Inc,3932 N Lincoln,Western Ave South,2011-09-22T00:00:00.000,45500.0,30937.5,"floor, roof, heating, windows, facade, signage","[41.95319620000001, -87.67824829999999]",-87.67824829999999,41.95319620000001
851,Great Chicago Food & Beverage,3149 W Devon,Devon/Western,2011-09-22T00:00:00.000,65000.0,37425.0,renovation of the dining room and kitchen,"[41.9971993, -87.70891]",-87.70891,41.9971993
852,Ignotz Ristorante,2423 S Oakley,Pilsen,2011-09-22T00:00:00.000,283700.0,141850.0,"Expand into adjacent lot, buildout, plumbing, electrical, drywall, tuck pointing, hvac, windows, doors","[41.8478017, -87.68281329999999]",-87.68281329999999,41.8478017
853,Jane Adams Delta Development,4432 N Ravenswood,Ravenswood,2011-09-27T00:00:00.000,9353.0,7014.75,Replacing chain link fence with wrought iron,"[41.9626902, -87.6748284]",-87.6748284,41.9626902
854,Japanese American Service Committee,4427 N Clark,Clark/Montrose,2011-09-28T00:00:00.000,59475.46,29737.73,Roofing,"[41.9627311, -87.66604439999999]",-87.66604439999999,41.9627311
855,Jeremy Davenport,5048 S Indiana,47th/King,2011-09-28T00:00:00.000,38430.0,28822.5,Complete Renovation,"[41.8024045, -87.62131699999999]",-87.62131699999999,41.8024045
856,The Windsor Tavern,4530 N Milwaukee,Jefferson Park,2011-09-28T00:00:00.000,48854.68,23427.34,"drywall, security, awning, lighting, sign, trellis extension?, door opening, garage roof","[41.9631726, -87.7569331]",-87.7569331,41.9631726
857,Vogel Industries Inc DBA DeCardy Diecasting,3935 W Shakespeare,Pulaski Industrial,2011-09-28T00:00:00.000,175000.0,85492.43,new chilled water piping and gravity return pit to collect return water and re-use,"[41.919805, -87.72556329999999]",-87.72556329999999,41.919805
858,Mercury Plastics,4535 W Fullerton,Northwest Industrial Corridor,2011-09-29T00:00:00.000,12270.0,6135.0,"electrical, windows","[41.9241543, -87.7408246]",-87.7408246,41.9241543
